sales_order_prefix,sales_order_number,order_date,customer_code,customer_name,warehouse_code,delivery_address,delivery_area,delivery_date,status
SO,000489,2026-02-10,CUST006,Office Pro Services,WH003,"818 Main St, City",Suburbs,2026-02-12,Delivered
SO,000490,2026-02-10,CUST001,ABC Manufacturing,WH001,"3667 Main St, City",Central,2026-02-19,Shipped
SO,000491,2026-02-10,CUST007,Industrial Systems Inc,WH001,"3053 Main St, City",East,2026-02-17,Delivered
SO,000492,2026-02-10,CUST003,Tech Solutions Ltd,WH003,"8138 Main St, City",South,2026-02-11,Delivered
SO,000493,2026-02-10,CUST010,Quality Assurance Ltd,WH003,"6252 Main St, City",East,2026-02-16,Cancelled
SO,000494,2026-02-11,CUST009,Metro Logistics,WH002,"3953 Main St, City",Central,2026-02-14,Delivered
SO,000495,2026-02-11,CUST009,Metro Logistics,WH003,"1839 Main St, City",Central,2026-02-14,Cancelled
SO,000496,2026-02-11,CUST009,Metro Logistics,WH002,"6920 Main St, City",East,2026-02-21,Shipped
SO,000497,2026-02-11,CUST003,Tech Solutions Ltd,WH002,"8819 Main St, City",Suburbs,2026-02-23,Shipped
SO,000498,2026-02-11,CUST007,Industrial Systems Inc,WH003,"6422 Main St, City",North,2026-02-12,Cancelled
SO,000499,2026-02-11,CUST010,Quality Assurance Ltd,WH003,"2469 Main St, City",Downtown,2026-02-21,Shipped
SO,000500,2026-02-11,CUST003,Tech Solutions Ltd,WH002,"513 Main St, City",West,2026-02-23,Shipped
SO,000501,2026-02-12,CUST007,Industrial Systems Inc,WH003,"4413 Main St, City",East,2026-02-21,Shipped
SO,000502,2026-02-12,CUST006,Office Pro Services,WH001,"7968 Main St, City",Suburbs,2026-02-25,Shipped
SO,000503,2026-02-12,CUST005,SafeWork Corp,WH001,"122 Main St, City",East,2026-02-21,Shipped
SO,000504,2026-02-12,CUST009,Metro Logistics,WH001,"8122 Main St, City",North,2026-02-26,Shipped
SO,000505,2026-02-13,CUST010,Quality Assurance Ltd,WH003,"7261 Main St, City",Suburbs,2026-02-17,Processing
SO,000506,2026-02-13,CUST006,Office Pro Services,WH003,"7833 Main St, City",Suburbs,2026-02-27,Shipped
SO,000507,2026-02-13,CUST001,ABC Manufacturing,WH003,"1516 Main St, City",Central,2026-02-27,Shipped
SO,000508,2026-02-13,CUST007,Industrial Systems Inc,WH003,"9284 Main St, City",North,2026-02-14,Shipped
SO,000509,2026-02-13,CUST009,Metro Logistics,WH001,"4321 Main St, City",Downtown,2026-02-21,Shipped
SO,000510,2026-02-13,CUST005,SafeWork Corp,WH003,"6853 Main St, City",East,2026-02-18,Shipped
SO,000511,2026-02-13,CUST005,SafeWork Corp,WH002,"1640 Main St, City",North,2026-02-26,Shipped
SO,000512,2026-02-14,CUST010,Quality Assurance Ltd,WH002,"8723 Main St, City",Central,2026-02-26,Processing
SO,000513,2026-02-14,CUST001,ABC Manufacturing,WH003,"7581 Main St, City",West,2026-02-22,Shipped
SO,000514,2026-02-14,CUST009,Metro Logistics,WH002,"3827 Main St, City",Suburbs,2026-02-20,Shipped
SO,000515,2026-02-14,CUST003,Tech Solutions Ltd,WH001,"3651 Main St, City",Downtown,2026-02-26,Processing
SO,000516,2026-02-14,CUST003,Tech Solutions Ltd,WH001,"5891 Main St, City",North,2026-02-26,Processing
SO,000517,2026-02-14,CUST005,SafeWork Corp,WH002,"9185 Main St, City",West,2026-02-22,Processing
SO,000518,2026-02-15,CUST009,Metro Logistics,WH003,"2319 Main St, City",South,2026-02-19,Shipped
SO,000519,2026-02-15,CUST007,Industrial Systems Inc,WH002,"4648 Main St, City",Suburbs,2026-02-17,Processing
SO,000520,2026-02-15,CUST006,Office Pro Services,WH002,"3386 Main St, City",Central,2026-02-16,Processing
SO,000521,2026-02-15,CUST006,Office Pro Services,WH001,"7595 Main St, City",East,2026-03-01,Shipped
SO,000522,2026-02-15,CUST006,Office Pro Services,WH003,"9552 Main St, City",East,2026-02-25,Shipped
SO,000523,2026-02-16,CUST005,SafeWork Corp,WH002,"338 Main St, City",South,2026-02-23,Pending
SO,000524,2026-02-16,CUST003,Tech Solutions Ltd,WH001,"2055 Main St, City",Downtown,2026-02-28,Pending
SO,000525,2026-02-16,CUST010,Quality Assurance Ltd,WH002,"6088 Main St, City",Downtown,2026-02-27,Pending
SO,000526,2026-02-16,CUST002,XYZ Industries,WH001,"2654 Main St, City",Suburbs,2026-02-25,Pending
SO,000527,2026-02-16,CUST006,Office Pro Services,WH001,"867 Main St, City",South,2026-02-24,Pending
SO,000528,2026-02-16,CUST009,Metro Logistics,WH002,"3902 Main St, City",North,2026-02-27,Pending
SO,000529,2026-02-16,CUST010,Quality Assurance Ltd,WH003,"5322 Main St, City",East,2026-02-21,Pending
SO,000530,2026-02-16,CUST010,Quality Assurance Ltd,WH003,"6923 Main St, City",Suburbs,2026-02-20,Pending
